expression.among.q01	expression.among.q05	expression.among.q50	expression.among.q95	expression.among.q99	expression.within.P.q01	expression.within.P.q05	expression.within.P.q50	expression.within.P.q95	expression.within.P.q99	expression.within.R.q01	expression.within.R.q05	expression.within.R.q50	expression.within.R.q95	expression.within.R.q99	expression.sample.X12C_saliva.q01	expression.sample.X12C_saliva.q05	expression.sample.X12C_saliva.q50	expression.sample.X12C_saliva.q95	expression.sample.X12C_saliva.q99	expression.sample.X33C_saliva.q01	expression.sample.X33C_saliva.q05	expression.sample.X33C_saliva.q50	expression.sample.X33C_saliva.q95	expression.sample.X33C_saliva.q99	expression.sample.X01C_saliva.q01	expression.sample.X01C_saliva.q05	expression.sample.X01C_saliva.q50	expression.sample.X01C_saliva.q95	expression.sample.X01C_saliva.q99	expression.sample.X06C_saliva.q01	expression.sample.X06C_saliva.q05	expression.sample.X06C_saliva.q50	expression.sample.X06C_saliva.q95	expression.sample.X06C_saliva.q99	expression.sample.X11C_saliva.q01	expression.sample.X11C_saliva.q05	expression.sample.X11C_saliva.q50	expression.sample.X11C_saliva.q95	expression.sample.X11C_saliva.q99	expression.sample.X30C_saliva.q01	expression.sample.X30C_saliva.q05	expression.sample.X30C_saliva.q50	expression.sample.X30C_saliva.q95	expression.sample.X30C_saliva.q99	expression.sample.X27C_saliva.q01	expression.sample.X27C_saliva.q05	expression.sample.X27C_saliva.q50	expression.sample.X27C_saliva.q95	expression.sample.X27C_saliva.q99	expression.sample.X07C_saliva.q01	expression.sample.X07C_saliva.q05	expression.sample.X07C_saliva.q50	expression.sample.X07C_saliva.q95	expression.sample.X07C_saliva.q99	expression.sample.X02C_saliva.q01	expression.sample.X02C_saliva.q05	expression.sample.X02C_saliva.q50	expression.sample.X02C_saliva.q95	expression.sample.X02C_saliva.q99	expression.sample.X31C_saliva.q01	expression.sample.X31C_saliva.q05	expression.sample.X31C_saliva.q50	expression.sample.X31C_saliva.q95	expression.sample.X31C_saliva.q99	expression.sample.X35C_saliva.q01	expression.sample.X35C_saliva.q05	expression.sample.X35C_saliva.q50	expression.sample.X35C_saliva.q95	expression.sample.X35C_saliva.q99	expression.sample.X08C_saliva.q01	expression.sample.X08C_saliva.q05	expression.sample.X08C_saliva.q50	expression.sample.X08C_saliva.q95	expression.sample.X08C_saliva.q99	expression.sample.X03C_saliva.q01	expression.sample.X03C_saliva.q05	expression.sample.X03C_saliva.q50	expression.sample.X03C_saliva.q95	expression.sample.X03C_saliva.q99	expression.sample.X28C_saliva.q01	expression.sample.X28C_saliva.q05	expression.sample.X28C_saliva.q50	expression.sample.X28C_saliva.q95	expression.sample.X28C_saliva.q99	expression.sample.X29C_saliva.q01	expression.sample.X29C_saliva.q05	expression.sample.X29C_saliva.q50	expression.sample.X29C_saliva.q95	expression.sample.X29C_saliva.q99	expression.sample.X17C_saliva.q01	expression.sample.X17C_saliva.q05	expression.sample.X17C_saliva.q50	expression.sample.X17C_saliva.q95	expression.sample.X17C_saliva.q99	expression.sample.X10C_saliva.q01	expression.sample.X10C_saliva.q05	expression.sample.X10C_saliva.q50	expression.sample.X10C_saliva.q95	expression.sample.X10C_saliva.q99	expression.sample.X09C_saliva.q01	expression.sample.X09C_saliva.q05	expression.sample.X09C_saliva.q50	expression.sample.X09C_saliva.q95	expression.sample.X09C_saliva.q99	expression.sample.X23C_saliva.q01	expression.sample.X23C_saliva.q05	expression.sample.X23C_saliva.q50	expression.sample.X23C_saliva.q95	expression.sample.X23C_saliva.q99	expression.sample.X32C_saliva.q01	expression.sample.X32C_saliva.q05	expression.sample.X32C_saliva.q50	expression.sample.X32C_saliva.q95	expression.sample.X32C_saliva.q99	expression.sample.X05C_saliva.q01	expression.sample.X05C_saliva.q05	expression.sample.X05C_saliva.q50	expression.sample.X05C_saliva.q95	expression.sample.X05C_saliva.q99	expression.sample.X37C_saliva.q01	expression.sample.X37C_saliva.q05	expression.sample.X37C_saliva.q50	expression.sample.X37C_saliva.q95	expression.sample.X37C_saliva.q99	expression.sample.X36C_saliva.q01	expression.sample.X36C_saliva.q05	expression.sample.X36C_saliva.q50	expression.sample.X36C_saliva.q95	expression.sample.X36C_saliva.q99	expression.sample.X04C_saliva.q01	expression.sample.X04C_saliva.q05	expression.sample.X04C_saliva.q50	expression.sample.X04C_saliva.q95	expression.sample.X04C_saliva.q99	expression.sample.X16C_saliva.q01	expression.sample.X16C_saliva.q05	expression.sample.X16C_saliva.q50	expression.sample.X16C_saliva.q95	expression.sample.X16C_saliva.q99	expression.sample.X14C_saliva.q01	expression.sample.X14C_saliva.q05	expression.sample.X14C_saliva.q50	expression.sample.X14C_saliva.q95	expression.sample.X14C_saliva.q99	expression.sample.X20C_saliva.q01	expression.sample.X20C_saliva.q05	expression.sample.X20C_saliva.q50	expression.sample.X20C_saliva.q95	expression.sample.X20C_saliva.q99	expression.sample.X25C_saliva.q01	expression.sample.X25C_saliva.q05	expression.sample.X25C_saliva.q50	expression.sample.X25C_saliva.q95	expression.sample.X25C_saliva.q99	expression.sample.X40C_saliva.q01	expression.sample.X40C_saliva.q05	expression.sample.X40C_saliva.q50	expression.sample.X40C_saliva.q95	expression.sample.X40C_saliva.q99	expression.sample.X38C_saliva.q01	expression.sample.X38C_saliva.q05	expression.sample.X38C_saliva.q50	expression.sample.X38C_saliva.q95	expression.sample.X38C_saliva.q99	expression.sample.X21C_saliva.q01	expression.sample.X21C_saliva.q05	expression.sample.X21C_saliva.q50	expression.sample.X21C_saliva.q95	expression.sample.X21C_saliva.q99	expression.sample.X26C_saliva.q01	expression.sample.X26C_saliva.q05	expression.sample.X26C_saliva.q50	expression.sample.X26C_saliva.q95	expression.sample.X26C_saliva.q99	expression.sample.X39C_saliva.q01	expression.sample.X39C_saliva.q05	expression.sample.X39C_saliva.q50	expression.sample.X39C_saliva.q95	expression.sample.X39C_saliva.q99	expression.sample.X42C_saliva.q01	expression.sample.X42C_saliva.q05	expression.sample.X42C_saliva.q50	expression.sample.X42C_saliva.q95	expression.sample.X42C_saliva.q99	expression.sample.X19C_saliva.q01	expression.sample.X19C_saliva.q05	expression.sample.X19C_saliva.q50	expression.sample.X19C_saliva.q95	expression.sample.X19C_saliva.q99	expression.sample.X43C_saliva.q01	expression.sample.X43C_saliva.q05	expression.sample.X43C_saliva.q50	expression.sample.X43C_saliva.q95	expression.sample.X43C_saliva.q99	expression.sample.X24C_saliva.q01	expression.sample.X24C_saliva.q05	expression.sample.X24C_saliva.q50	expression.sample.X24C_saliva.q95	expression.sample.X24C_saliva.q99	expression.sample.X44C_saliva.q01	expression.sample.X44C_saliva.q05	expression.sample.X44C_saliva.q50	expression.sample.X44C_saliva.q95	expression.sample.X44C_saliva.q99	expression.sample.X41C_saliva.q01	expression.sample.X41C_saliva.q05	expression.sample.X41C_saliva.q50	expression.sample.X41C_saliva.q95	expression.sample.X41C_saliva.q99	expression.sample.X34C_saliva.q01	expression.sample.X34C_saliva.q05	expression.sample.X34C_saliva.q50	expression.sample.X34C_saliva.q95	expression.sample.X34C_saliva.q99	difference.between.q01	difference.between.q05	difference.between.q50	difference.between.q95	difference.between.q99	difference.within.q01	difference.within.q05	difference.within.q50	difference.within.q95	difference.within.q99	effect.q01	effect.q05	effect.q50	effect.q95	effect.q99	criteria.significance	criteria.significant	criteria.meaning	criteria.meaningful
113	-10.7	-6.024	-0.184	2.118	2.808	-9.519	-4.941	0.104	2.16	2.834	-11.301	-6.757	-0.545	2.075	2.774	-12.858	-7.499	-0.774	2.446	3.152	-1.261	-0.77	0.648	1.622	1.934	-1.24	-0.414	1.583	2.907	3.406	-12.273	-8.975	-2.623	0.644	1.544	-12.997	-7.881	-0.935	2.207	3.025	-4.29	-3.062	-1.168	0.177	0.687	-2.242	-1.405	0.109	1.218	1.667	-2.797	-1.881	0.152	1.538	1.969	-13.773	-8.414	-1.178	1.891	2.659	-1.246	-0.235	1.142	2.19	2.533	-5.016	-3.61	-0.881	0.822	1.346	-4.714	-3.257	-0.66	1.088	1.631	-13.581	-8.737	-1.806	1.305	2.052	0.05	0.476	1.429	2.173	2.512	-1.742	-1.046	0.625	1.772	2.236	-12.549	-7.784	-0.995	1.921	2.65	-3.3	-1.609	1.11	2.771	3.335	-1.692	-0.79	1.18	2.572	2.991	-3.91	-2.298	0.586	2.349	2.877	-4.713	-3.234	-0.419	1.236	1.732	-13.498	-9.43	-2.506	0.523	1.472	-5.29	-4.068	-0.878	0.858	1.314	-5.351	-4.237	-1.458	0.311	0.914	-1.133	-0.385	1.042	2.105	2.416	-12.944	-8.331	-1.288	1.496	2.39	-12.183	-7.426	-0.901	2.264	2.844	-11.509	-7.863	-1.301	1.765	2.574	-5.126	-3.086	-0.538	1.231	1.632	-6.595	-3.636	-0.917	0.797	1.328	-0.938	-0.122	1.445	2.603	3.046	-12.92	-9.135	-1.684	1.614	2.261	-2.285	-0.9	0.984	2.333	2.845	-13.936	-9.444	-2.621	0.46	1.067	-14.306	-8.596	-1.016	2.067	2.837	-13.276	-8.477	-0.943	2.021	2.856	-13.872	-8.606	-2.268	1.018	1.774	-2.104	-1.121	0.817	2.093	2.612	-4.169	-2.297	0.613	2.362	3.073	-2.86	-1.384	1.332	3.004	3.533	-14.579	-9.957	-3.127	-0.092	0.798	-11.606	-7.014	-0.574	4.855	9.286	0.347	0.8	3.26	9.909	14.485	-8.296	-3.281	-0.147	1.943	5.251	0.418	FALSE	0.147	FALSE
114	-8.115	-3.611	1.511	3.324	3.799	-6.664	-1.904	1.968	3.48	3.943	-9.395	-4.648	1.034	3.06	3.516	-14.317	-7.602	-0.672	2.418	2.995	-0.394	0.109	1.146	1.974	2.279	0.998	1.708	2.842	3.816	4.131	-14.131	-9.42	-2.22	0.663	1.53	-0.362	0.43	2.373	3.7	4.143	0.444	0.766	1.432	2.042	2.27	1.972	2.244	2.776	3.279	3.529	1.567	1.795	2.602	3.315	3.516	0.383	1.019	2.566	3.704	4.113	1.638	1.958	2.719	3.373	3.633	-3.134	-2.041	0.06	1.394	1.835	0.737	1.312	2.217	2.934	3.28	-0.23	0.457	2.034	3.216	3.705	2.302	2.573	3.132	3.574	3.767	0.323	0.802	1.801	2.635	2.955	-3.108	-1.493	1.186	3.005	3.438	-2.87	-1.621	1.01	2.632	3.444	-0.395	0.349	1.791	2.897	3.31	2.007	2.4	3.41	4.133	4.455	-0.653	-0.111	1.287	2.283	2.723	-0.253	0.371	1.68	2.697	3.069	0.071	0.482	1.54	2.399	2.778	0.173	0.621	1.521	2.253	2.433	0.142	0.739	1.86	2.652	2.932	-13.272	-7.778	-1.477	1.67	2.659	-12.609	-8.118	-1.012	2.15	2.897	-0.681	0.077	1.892	3.151	3.574	1.984	2.314	3.042	3.649	3.864	-1.647	-1.018	0.585	1.748	2.153	1.406	1.855	2.748	3.523	3.817	-0.152	0.697	2.251	3.392	3.841	-2	-0.991	1.016	2.378	2.78	-1.367	-0.483	1.058	2.227	2.709	-11.919	-6.935	-1.129	2.073	2.79	-12.628	-8.593	-0.935	2.112	2.831	-13.604	-8.919	-2.101	1.06	1.875	-2.112	-1.075	0.79	2.157	2.572	-3.678	-2.258	0.71	2.369	2.815	-11.662	-7.624	-1.046	1.904	2.681	-5.464	-3.717	-0.923	0.855	1.432	-11.287	-6.657	-0.968	3.202	7.609	0.277	0.636	2.62	8.919	13.952	-9.974	-3.986	-0.315	1.238	3.285	0.321	FALSE	0.315	FALSE
115	-13.322	-8.702	-1.632	2.441	7.622	-13.433	-8.988	-1.943	2.315	2.853	-13.251	-8.434	-1.308	6.082	7.696	-11.67	-7.861	-0.704	2.418	3.136	-0.498	0.083	1.16	2.036	2.312	-14.013	-8.245	-1.705	1.378	2.328	-12.352	-8.822	-2.162	0.701	1.587	-12.958	-7.69	-0.879	2.102	2.793	1.92	2.116	2.578	3.032	3.187	-14.854	-10.674	-3.814	-0.511	0.288	-14.312	-10.276	-3.255	-0.194	0.9	-11.932	-8.447	-1.277	1.739	2.61	-14.325	-10.054	-3.157	0.038	0.85	-13.87	-9.826	-3.043	-0.047	0.706	-15.615	-9.788	-2.847	0.102	0.799	-12.811	-8.238	-1.698	1.394	2.124	-14.516	-10.378	-3.693	-0.446	0.41	-14.316	-10.347	-3.239	-0.101	0.601	-12.691	-8.131	-1.564	1.868	2.603	-14.888	-8.482	-1.261	1.631	2.46	-13.572	-8.962	-2.009	0.981	1.755	-15.122	-8.684	-1.72	1.378	2.094	-15.314	-9.053	-2.714	0.172	0.95	-15.312	-9.26	-2.667	0.368	1.299	-2.958	-1.863	0.071	1.477	1.852	7.317	7.407	7.595	7.801	7.893	-14.792	-10.432	-2.979	0.096	0.774	-12.21	-8.091	-1.366	1.6	2.527	-11.526	-7.016	-1.102	2.196	3.021	-12.844	-8.451	-1.245	1.825	2.507	-13.199	-9.662	-2.788	-0.039	0.749	-1.004	-0.4	0.895	1.876	2.196	-13.183	-9.286	-2.222	0.671	1.471	-11.974	-8.264	-1.708	1.643	2.269	-13.815	-8.711	-2.133	0.816	1.809	-14.725	-9.762	-2.688	0.106	0.741	-14.169	-9.141	-1.033	2.071	2.923	-11.184	-7.795	-1	2.081	2.981	-3.863	-2.312	0.244	1.941	2.453	-16.88	-9.859	-2.638	0.71	1.306	-12.927	-9.104	-1.751	1.404	2.205	-13.211	-8.089	-1.024	2.083	2.86	-15.941	-11.072	-3.392	-0.292	0.61	-12.174	-7.361	0.537	9.68	14.554	0.538	1.239	5.014	12.763	17.599	-5.394	-2.08	0.094	2.926	7.264	0.45	FALSE	0.094	FALSE
116	-13.296	-8.712	-1.734	1.713	2.59	-13.353	-8.896	-1.877	1.51	2.368	-13.248	-8.418	-1.591	1.928	2.719	-11.129	-7.943	-0.84	2.476	3.164	-5.255	-3.979	-1.286	0.485	1.099	-12.862	-8.455	-1.696	1.461	2.42	-12.729	-8.761	-2.15	0.903	1.594	-11.865	-8.267	-0.92	2.301	2.948	-15.474	-11.337	-4.488	-1.409	-0.695	-14.693	-10.301	-3.821	-0.44	0.304	-15.709	-10.024	-3.217	0.017	0.825	-13.145	-8.251	-1.147	1.763	2.438	-15.18	-9.704	-2.907	-0.04	0.822	-3.251	-2.08	-0.025	1.38	1.905	-13.732	-9.32	-3.12	0.154	0.928	-13.554	-9.381	-1.826	1.288	2.125	-0.406	0.121	1.21	2.063	2.385	-16.407	-10.187	-3.455	-0.135	0.594	-12.899	-8.495	-1.207	2.04	2.733	-12.397	-7.587	-1.192	1.736	2.679	-12.349	-9.268	-1.79	1.006	1.656	-14.808	-9.529	-1.96	1.254	1.919	-14.875	-9.708	-2.923	0.024	1.009	-4.182	-2.89	-0.16	1.651	2.114	-14.127	-10.224	-3.225	-0.267	0.714	-16.444	-10.856	-3.77	-0.824	0.214	-13.162	-9.152	-3.096	-0.154	0.696	-13.32	-8.649	-1.497	1.613	2.433	-12.789	-7.78	-1.016	2.12	2.672	-13.04	-7.726	-1.232	1.676	2.429	-4.391	-3.142	-0.502	1.159	1.752	-4.839	-3.714	-0.924	0.824	1.291	0.323	0.929	2.132	3.021	3.404	-13.552	-8.743	-1.556	1.474	2.103	-13.78	-8.617	-2.311	0.849	1.719	-16.795	-9.807	-2.757	0.328	1.229	-12.937	-7.755	-0.663	2.055	2.582	-12.836	-7.606	-1.044	2.077	2.791	-14.216	-8.962	-2.236	0.951	1.926	-14.485	-9.656	-2.541	0.653	1.486	-14.329	-8.235	-1.855	1.364	2.23	-13.321	-8.344	-1.197	1.932	2.813	-13.491	-10.057	-3.336	-0.292	0.52	-12.02	-7.226	0.277	7.945	12.455	0.505	1.129	4.442	11.588	16.196	-6.019	-2.342	0.055	2.602	6.414	0.472	FALSE	0.055	FALSE
117	-11.054	-6.476	0.39	5.546	7.061	-10.921	-6.396	0.31	5.94	7.142	-11.211	-6.596	0.459	5.546	6.459	-10.687	-7.471	-0.731	2.329	2.973	-0.585	0.053	1.142	1.972	2.345	-13.104	-8.108	-1.503	1.323	2.137	-14.826	-9.231	-2.132	0.882	1.706	-14.199	-8.224	-0.86	2.092	2.999	3.736	3.87	4.145	4.437	4.562	-5.401	-3.796	-1.303	0.381	0.93	-4.812	-3.412	-0.654	0.996	1.576	-2.794	-1.461	1.127	2.895	3.408	0.567	0.923	1.966	2.731	3.099	6.742	6.838	7.032	7.255	7.385	-14.535	-9.827	-2.93	0.122	0.812	-12.537	-8.39	-1.768	1.39	2.145	-13.908	-9.939	-3.542	-0.564	0.179	-0.942	-0.271	1.023	2.055	2.372	-11.869	-7.72	-1.232	1.831	2.522	-0.05	0.864	2.386	3.478	3.89	-0.047	0.835	2.136	3.178	3.595	-12.781	-8.334	-1.57	1.243	2.003	-1.531	-0.714	0.877	1.972	2.406	2.727	3.067	3.701	4.258	4.493	3.621	3.779	4.198	4.599	4.768	6.028	6.121	6.342	6.564	6.638	-0.862	-0.252	1.075	2.193	2.498	-13.642	-8.998	-1.343	1.688	2.67	-12.997	-7.843	-1.079	2.215	2.916	-12.193	-8.131	-1.295	1.699	2.452	-13.538	-9.614	-2.855	0.21	1.128	-14.453	-10.043	-3.09	-0.167	0.417	-13.605	-8.821	-2.41	0.613	1.505	-1.574	-0.144	1.735	3.105	3.462	-11.729	-9.243	-2.16	0.891	1.583	-1.308	-0.436	1.045	2.22	2.628	-11.782	-7.738	-0.913	1.946	2.664	-13.173	-8.075	-1.049	2.15	3.064	-0.689	0.259	1.794	2.892	3.269	2.055	2.399	3.149	3.858	4.04	-3.399	-2.109	0.605	2.422	2.855	-11.151	-7.665	-1.181	1.877	2.756	-1.942	-1.122	0.485	1.658	2.036	-12.829	-8.202	0.2	8.117	12.608	0.599	1.359	5.089	12.186	16.778	-5.551	-2.33	0.036	2.284	5.485	0.481	FALSE	0.036	FALSE
118	-2.445	1.058	5.021	8.778	9.98	0.425	2.051	4.963	9.355	10.036	-4.098	0.079	5.081	8.6	9.127	-2.863	-1.197	1.657	3.408	4.106	5.974	6.053	6.279	6.52	6.596	3.399	3.691	4.394	5.021	5.191	5.785	5.915	6.251	6.562	6.71	3.278	3.723	4.603	5.321	5.538	8.123	8.187	8.348	8.518	8.581	7.619	7.689	7.866	8.053	8.115	8.226	8.306	8.489	8.691	8.776	3.455	3.759	4.48	5.169	5.495	8.203	8.275	8.466	8.682	8.751	5.119	5.223	5.522	5.799	5.915	7.493	7.587	7.798	8.009	8.117	4.162	4.453	4.961	5.448	5.664	3.404	3.553	3.956	4.345	4.487	9.683	9.754	9.946	10.124	10.215	1.698	2.207	3.353	4.3	4.69	1.395	1.952	3.14	4.085	4.422	3.829	4.017	4.576	5.068	5.254	0.506	1.112	2.463	3.492	3.793	2.772	3.051	3.652	4.166	4.426	7.717	7.822	8.039	8.277	8.381	7.266	7.376	7.574	7.785	7.879	6.441	6.512	6.738	6.963	7.041	8.765	8.841	9.031	9.23	9.319	4.032	4.267	4.886	5.473	5.759	1.851	2.446	3.598	4.581	4.861	-12.097	-7.61	-1.538	1.726	2.428	2.858	3.163	3.716	4.242	4.422	6.16	6.232	6.462	6.71	6.807	0.312	0.863	2.135	3.003	3.349	-0.037	0.58	2.253	3.38	3.824	4.015	4.223	4.68	5.14	5.269	3.86	4.004	4.439	4.89	5.1	-2.612	-1.433	1.405	3.028	3.558	-0.986	0.24	2.256	3.626	4.024	4.793	5.031	5.457	5.868	6.017	7.017	7.107	7.358	7.603	7.709	4.42	4.708	5.244	5.708	5.906	4.963	5.213	5.746	6.235	6.465	7.576	7.647	7.846	8.061	8.122	-10.652	-6.879	-0.455	4.736	6.523	0.398	0.974	3.77	8.245	12.11	-6.49	-2.801	-0.115	2.221	5.198	0.448	FALSE	0.115	FALSE
119	-4.267	-0.788	3.66	7.1	7.446	-1.042	0.576	3.6	7.331	7.497	-6.001	-1.865	3.851	6.6	6.953	-2.4	-1.078	1.761	3.49	3.976	2.508	2.736	3.228	3.741	3.905	1.124	1.797	2.85	3.845	4.156	4.399	4.596	5.048	5.471	5.625	-2.532	-1.103	1.495	3.161	3.839	4.195	4.303	4.568	4.834	4.927	2.954	3.152	3.613	4.034	4.155	3.862	4.035	4.413	4.816	4.996	2.478	3.005	3.922	4.76	5.008	-0.236	0.283	1.474	2.398	2.71	6.494	6.615	6.843	7.077	7.153	6.992	7.078	7.288	7.52	7.61	-0.639	0.464	2.083	3.133	3.614	7.124	7.183	7.365	7.561	7.66	2.138	2.425	3.071	3.646	3.811	-3.348	-1.504	1.15	2.907	3.432	2.03	2.561	3.63	4.463	4.793	2.785	3.191	3.904	4.544	4.761	0.942	1.541	2.737	3.64	3.973	4.699	4.844	5.184	5.531	5.686	6.423	6.55	6.815	7.077	7.189	4.364	4.51	4.872	5.207	5.347	4.2	4.296	4.618	4.938	5.073	6.01	6.119	6.371	6.646	6.742	4.226	4.483	5.014	5.589	5.869	-0.639	0.334	2.242	3.605	4.102	-3.106	-1.805	0.985	2.839	3.356	-2.453	-1.495	0.364	1.701	2.096	1.913	2.198	2.87	3.436	3.71	-4.245	-2.664	-0.013	1.705	2.39	-12.467	-8.194	-1.494	1.412	2.442	-0.136	0.56	1.947	2.937	3.37	0.562	0.971	2.017	2.936	3.238	1.75	2.3	3.532	4.503	4.915	-11.142	-8.133	-1.018	2.072	2.915	5.173	5.386	5.766	6.146	6.287	5.764	5.878	6.205	6.516	6.614	3.023	3.294	4.028	4.69	4.98	4.123	4.42	5.142	5.673	5.878	4.762	4.89	5.214	5.523	5.646	-10.569	-6.683	-0.228	4.381	6.129	0.448	0.987	3.601	8.246	12.367	-7.193	-3.019	-0.054	2.023	4.585	0.475	FALSE	0.054	FALSE
120	-2.603	0.036	4.072	7.928	8.618	-1.348	0.07	3.69	8.379	8.676	-4.258	-0.034	4.403	7.662	7.851	-3.3	-1.37	1.77	3.461	3.982	5.532	5.642	5.892	6.143	6.221	2.142	2.616	3.52	4.336	4.572	6.526	6.662	6.952	7.236	7.356	1.282	1.985	3.3	4.31	4.643	4.548	4.631	4.874	5.122	5.224	8.356	8.428	8.594	8.77	8.853	7.35	7.433	7.647	7.857	7.952	1.62	2.105	3.283	4.235	4.556	-3.116	-1.909	0.148	1.594	2.071	-1.766	-0.813	0.593	1.71	2.211	7.799	7.894	8.101	8.32	8.42	-1.428	-0.262	1.562	2.913	3.373	-0.081	0.49	1.425	2.278	2.578	1.188	1.545	2.343	3.031	3.29	4.659	4.877	5.444	5.987	6.156	3.654	4.011	4.7	5.324	5.571	1.142	1.613	2.713	3.671	3.967	-0.564	0.533	2.022	3.22	3.579	5.015	5.171	5.5	5.813	5.92	7.368	7.472	7.711	7.942	8.041	7.324	7.402	7.617	7.831	7.941	5.942	6.029	6.265	6.509	6.618	6.169	6.261	6.506	6.735	6.83	1.372	1.889	3.08	4.018	4.37	0.699	1.253	2.825	4.037	4.56	-1.421	-0.236	1.892	3.259	3.811	-1.775	-0.837	0.855	2.097	2.544	3.86	4.093	4.477	4.851	5.01	0.557	0.942	2.12	3.085	3.415	-13.906	-7.763	-1.509	1.516	2.164	2.322	2.705	3.476	4.126	4.414	-0.463	0.231	1.476	2.527	3.01	0.576	1.225	2.78	3.944	4.391	2.792	3.248	4.167	4.965	5.244	4.674	4.878	5.304	5.756	5.928	6.337	6.433	6.717	6.984	7.109	5.961	6.086	6.465	6.799	6.898	4.939	5.173	5.676	6.177	6.372	6.867	6.942	7.169	7.394	7.479	-9.352	-6.137	0.408	5.937	7.569	0.524	1.13	3.976	8.159	11.577	-5.424	-2.145	0.095	2.362	5.302	0.461	FALSE	0.095	FALSE
121	-12.302	-7.717	-0.474	3.831	6.125	-12.409	-7.878	-0.788	3.782	4.224	-12.174	-7.489	-0.175	5.231	6.219	-12.245	-8.465	-0.73	2.54	3.278	-13.445	-10.125	-3.413	-0.501	0.331	-3.518	-2.215	0.699	2.365	2.969	-13.637	-9.57	-2.364	0.769	1.721	0.677	1.326	2.912	4.041	4.551	-15.224	-10.332	-4.452	-1.4	-0.528	-16.133	-10.684	-3.561	-0.623	0.324	2.634	2.843	3.369	3.901	4.086	-13.582	-8.252	-1.412	1.9	2.547	-13.655	-10.363	-3.185	0.021	0.926	-15.395	-9.944	-3.275	-0.171	0.559	3.275	3.476	3.951	4.397	4.601	0.351	1.027	2.385	3.448	3.915	-5.604	-3.936	-1.179	0.553	1.073	-5.507	-3.653	-0.918	0.865	1.426	0.561	1.08	2.643	3.787	4.144	-3.215	-1.712	0.877	2.777	3.167	-13.759	-8.802	-1.923	1.057	1.878	-13.21	-7.758	-1.675	1.295	2.022	-14.853	-10.177	-2.933	0.236	0.973	-4.16	-2.737	-0.116	1.534	2.138	2.565	2.845	3.397	3.886	4.083	2.17	2.384	2.919	3.427	3.609	5.709	5.823	6.084	6.347	6.441	-11.973	-8.349	-1.431	1.693	2.359	-12.306	-7.497	-0.95	2.051	3.117	-13.268	-8.474	-1.553	1.681	2.304	-14.828	-10.128	-2.831	0.251	0.987	-0.022	0.43	1.502	2.351	2.699	-4.328	-2.476	0.078	1.751	2.234	-14.392	-8.645	-1.668	1.428	2.256	-14.446	-9.298	-2.352	0.693	1.498	-14.706	-9.563	-2.681	0.406	1.096	-13.303	-7.869	-1.027	2.193	3.005	-11.362	-7.67	-0.99	2.136	2.943	-0.679	0.211	1.803	2.933	3.296	1.763	2.184	3.008	3.703	3.935	-14.487	-9.814	-1.906	1.155	2.06	-13.974	-7.973	-1.083	2.068	2.788	-13.925	-9.786	-3.23	-0.231	0.582	-12.729	-8	0.439	9.111	13.729	0.632	1.434	5.335	12.63	17.328	-5.394	-2.108	0.077	2.504	5.942	0.464	FALSE	0.077	FALSE
122	-3.952	-0.337	4.132	8.164	8.509	-3.505	-0.374	4.217	8.372	8.571	-4.279	-0.292	4.066	6.658	7.029	-11.875	-7.829	-0.542	2.416	3.041	4.173	4.311	4.638	4.967	5.101	-1.458	-0.427	1.547	2.909	3.477	6.396	6.51	6.814	7.101	7.263	5.505	5.71	6.204	6.669	6.87	7.022	7.077	7.241	7.425	7.484	8.229	8.3	8.475	8.651	8.714	6.422	6.54	6.779	7.014	7.128	-3.098	-1.583	1.061	2.833	3.348	7.815	7.89	8.095	8.304	8.39	2.958	3.195	3.709	4.152	4.352	7.945	8.02	8.237	8.465	8.562	1.713	2.243	3.205	4.08	4.355	3.443	3.659	4.042	4.457	4.636	6.698	6.793	7.028	7.257	7.347	0.124	0.977	2.642	3.765	4.137	1.363	2.007	3.149	4.038	4.373	2.28	2.62	3.426	4.17	4.373	-3.419	-2.175	0.562	2.351	2.87	3.654	3.871	4.334	4.752	4.918	5.498	5.613	5.931	6.265	6.427	6.061	6.166	6.417	6.676	6.79	4.461	4.604	4.894	5.181	5.329	5.609	5.699	5.97	6.231	6.358	1.834	2.202	3.342	4.245	4.608	2.644	3.045	4.028	4.801	5.098	-1.368	-0.123	1.841	3.209	3.795	1.722	2.033	2.787	3.439	3.708	3.515	3.733	4.137	4.568	4.725	1.711	2.083	2.976	3.73	4.049	-13.966	-8.553	-1.492	1.641	2.436	-1.832	-0.964	0.933	2.382	2.88	6.521	6.631	6.894	7.168	7.263	-2.956	-1.299	1.361	3.053	3.605	2.862	3.398	4.322	5.097	5.348	2.049	2.47	3.324	4.071	4.31	4.621	4.782	5.172	5.562	5.729	2.453	2.896	3.786	4.439	4.71	3.286	3.65	4.501	5.209	5.516	5.34	5.461	5.739	6.012	6.138	-10.101	-6.418	-0.704	5.143	8.286	0.467	1.009	3.832	8.919	13.28	-7.937	-2.527	-0.161	1.704	3.975	0.422	FALSE	0.161	FALSE
